"Fecha","Abreviatura","Estado","positivos _COVID_19","Poblacion","Muertes_x_ millon","Vuelos","Ingreso_PerCapita","Gasto_Salud_PerCapita","Densidad _Poblacional","Desempleo","Partido","Sin_Salud","desempleo_2019"
"20200420","NM","    New Mexico ","47","2095428","0.95446","44","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200419","NM","    New Mexico ","87","2095428","0.95446","44","44683","220","6.66993","0.059","Democrata","0.090","0.042"
"20200405","GA","    Georgia ","487","10519475","0.95062","645","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200411","IA","    Iowa ","122","3156145","0.95053","24","53489","91","21.81632","0.037","Republicano","0.040","0.035"
"20200406","IA","    Iowa ","78","3156145","0.95053","40","53489","91","21.81632","0.037","Republicano","0.040","0.035"
"20200404","IA","    Iowa ","87","3156145","0.95053","34","53489","91","21.81632","0.037","Republicano","0.040","0.035"
"20200429","MT","    Montana ","0","5611179","0.94135","5","49765","120","2.81807","0.035","Democrata","0.090","0.042"
"20200428","MT","    Montana ","2","5611179","0.94135","6","49765","120","2.81807","0.035","Democrata","0.090","0.042"
"20200417","MT","    Montana ","7","5611179","0.94135","8","49765","120","2.81807","0.035","Democrata","0.090","0.042"
"20200413","MT","    Montana ","7","5611179","0.94135","9","49765","120","2.81807","0.035","Democrata","0.090","0.042"
"20200405","MT","    Montana ","21","5611179","0.94135","15","49765","120","2.81807","0.035","Democrata","0.090","0.042"
"20200401","MT","    Montana ","24","5611179","0.94135","14","49765","120","2.81807","0.035","Democrata","0.090","0.042"
"20200404","OH","    Ohio ","427","11689442","0.94102","85","51082","53","110.45542","0.055","Republicano","0.060","0.042"
"20200428","TX","    Texas ","874","28701845","0.94071","473","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200410","TX","    Texas ","1441","28701845","0.94071","506","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200413","VA","    Virginia ","473","8517685","0.93922","131","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200406","PA","    Pennsylvania ","1470","12807060","0.93698","393","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200403","PA","    Pennsylvania ","1404","12807060","0.93698","397","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200423","WA","    Washington ","210","7535591","0.92893","195","65634","96","43.78098","0.051","Democrata","0.060","0.048"
"20200422","WA","    Washington ","235","7535591","0.92893","182","65634","96","43.78098","0.051","Democrata","0.060","0.048"
"20200413","CA","    California ","554","39557045","0.91008","272","67256","114","97.92996","0.053","Democrata","0.070","0.045"
"20200422","TX","    Texas ","873","28701845","0.90587","480","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200420","KY","    Kentucky ","253","4468402","0.89517","53","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200412","KY","    Kentucky ","147","4468402","0.89517","61","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200426","FL","    Florida ","689","21299325","0.89205","144","52329","64","153.35601","0.043","Republicano","0.130","0.032"
"20200408","MN","    Minnesota ","85","5611179","0.89108","264","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200405","MN","    Minnesota ","70","5611179","0.89108","282","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200401","MN","    Minnesota ","60","5611179","0.89108","489","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200416","TN","    Tennessee ","183","6318676","0.88626","131","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200404","TN","    Tennessee ","254","6318676","0.88626","186","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200426","TX","    Texas ","858","28701845","0.87102","494","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200418","TX","    Texas ","889","28701845","0.87102","426","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200415","NC","    North Carolina ","99","10383620","0.86675","456","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200410","NC","    North Carolina ","257","10383620","0.86675","490","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200424","WI","    Wisconsin ","304","5813568","0.86006","57","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200403","CA","    California ","1510","39557045","0.85952","558","67256","114","97.92996","0.053","Democrata","0.070","0.045"
"20200401","PA","    Pennsylvania ","962","12807060","0.85890","409","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200403","OH","    Ohio ","410","11689442","0.85547","100","51082","53","110.45542","0.055","Republicano","0.060","0.042"
"20200401","OH","    Ohio ","348","11689442","0.85547","125","51082","53","110.45542","0.055","Republicano","0.060","0.042"
"20200413","FL","    Florida ","1246","21299325","0.84510","196","52329","64","153.35601","0.043","Republicano","0.130","0.032"
"20200406","FL","    Florida ","1173","21299325","0.84510","338","52329","64","153.35601","0.043","Republicano","0.130","0.032"
"20200419","TX","    Texas ","663","28701845","0.83618","511","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200402","MD","    Maryland ","346","6042718","0.82744","287","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200402","VA","    Virginia ","222","8517685","0.82182","176","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200401","VA","    Virginia ","234","8517685","0.82182","187","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200426","AL","    Alabama ","133","4887871","0.81835","29","44350","115","37.26366","0.035","Republicano","0.100","0.068"
"20200416","MO","    Missouri ","216","6126452","0.81613","130","50198","57","34.41034","0.045","Republicano","0.090","0.051"
"20200408","MO","    Missouri ","290","6126452","0.81613","186","50198","57","34.41034","0.045","Republicano","0.090","0.051"
"20200406","MO","    Missouri ","355","6126452","0.81613","203","50198","57","34.41034","0.045","Republicano","0.090","0.051"
"20200404","MO","    Missouri ","178","6126452","0.81613","161","50198","57","34.41034","0.045","Republicano","0.090","0.051"
"20200402","CA","    California ","1036","39557045","0.80896","561","67256","114","97.92996","0.053","Democrata","0.070","0.045"
"20200408","TX","    Texas ","1091","28701845","0.80134","678","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200425","WA","    Washington ","224","7535591","0.79622","175","65634","96","43.78098","0.051","Democrata","0.060","0.048"
"20200421","SC","    South Carolina ","62","5084127","0.78676","31","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200409","SC","    South Carolina ","240","5084127","0.78676","38","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200405","SC","    South Carolina ","132","5084127","0.78676","65","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200401","SC","    South Carolina ","210","5084127","0.78676","64","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200407","CA","    California ","1529","39557045","0.78368","388","67256","114","97.92996","0.053","Democrata","0.070","0.045"
"20200419","NC","    North Carolina ","353","10383620","0.77044","447","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200421","TX","    Texas ","738","28701845","0.76650","468","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200409","TX","    Texas ","877","28701845","0.76650","549","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200405","TX","    Texas ","702","28701845","0.76650","853","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200420","OK","    Oklahoma ","81","3943079","0.76083","40","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200418","OK","    Oklahoma ","105","3943079","0.76083","32","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200413","OK","    Oklahoma ","99","3943079","0.76083","45","48196","89","22.19450","0.031","Republicano","0.140","0.032"
"20200426","GA","    Georgia ","706","10519475","0.76049","310","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200430","ME","    Maine ","39","1338404","0.74716","71","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200429","ME","    Maine ","16","1338404","0.74716","63","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200427","ME","    Maine ","8","1338404","0.74716","73","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200421","ME","    Maine ","13","1338404","0.74716","72","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200420","ME","    Maine ","8","1338404","0.74716","73","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200414","ME","    Maine ","36","1338404","0.74716","77","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200410","ME","    Maine ","26","1338404","0.74716","87","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200404","ME","    Maine ","24","1338404","0.74716","123","51477","99","16.75455","0.032","Democrata","0.080","0.033"
"20200421","TN","    Tennessee ","156","6318676","0.73855","122","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200403","TN","    Tennessee ","222","6318676","0.73855","223","49272","99","63.39068","0.035","Republicano","0.090","0.035"
"20200421","NH","    New Hampshire ","99","1356458","0.73721","22","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200419","NH","    New Hampshire ","55","1356458","0.73721","21","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200412","NH","    New Hampshire ","44","1356458","0.73721","19","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200411","NH","    New Hampshire ","66","1356458","0.73721","20","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200403","NH","    New Hampshire ","64","1356458","0.73721","24","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200401","NH","    New Hampshire ","101","1356458","0.73721","27","64197","82","58.49777","0.026","Republicano","0.060","0.037"
"20200424","OR","    Oregon ","50","4190713","0.71587","74","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200421","OR","    Oregon ","46","4190713","0.71587","72","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200415","OR","    Oregon ","30","4190713","0.71587","73","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200402","OR","    Oregon ","90","4190713","0.71587","152","53402","81","16.85672","0.033","Democrata","0.070","0.045"
"20200407","MN","    Minnesota ","83","5611179","0.71286","271","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200403","MN","    Minnesota ","47","5611179","0.71286","302","60436","85","27.20796","0.031","Democrata","0.050","0.039"
"20200404","VA","    Virginia ","395","8517685","0.70442","158","60778","77","83.27925","0.033","Democrata","0.090","0.027"
"20200426","HI","    Hawaii ","2","1420491","0.70398","62","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200425","HI","    Hawaii ","5","1420491","0.70398","62","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200420","HI","    Hawaii ","6","1420491","0.70398","63","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200413","HI","    Hawaii ","13","1420491","0.70398","73","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200410","HI","    Hawaii ","7","1420491","0.70398","72","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200407","HI","    Hawaii ","16","1420491","0.70398","76","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200405","HI","    Hawaii ","32","1420491","0.70398","81","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200404","HI","    Hawaii ","34","1420491","0.70398","84","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200403","HI","    Hawaii ","27","1420491","0.70398","104","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200401","HI","    Hawaii ","4","1420491","0.70398","110","58102","192","85.38914","0.026","Democrata","0.040","0.027"
"20200414","CO","    Colorado ","7","5695564","0.70230","409","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200401","AZ","    Arizona ","124","7171646","0.69719","540","46691","53","24.37618","0.055","Republicano","0.100","0.035"
"20200403","TX","    Texas ","661","28701845","0.69682","871","53067","60","42.42146","0.047","Republicano","0.170","0.035"
"20200425","WI","    Wisconsin ","331","5813568","0.68805","50","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200422","WI","    Wisconsin ","225","5813568","0.68805","54","54018","55","41.44597","0.034","Democrata","0.050","0.052"
"20200427","KS","    Kansas ","154","2911505","0.68693","19","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200423","KS","    Kansas ","271","2911505","0.68693","18","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200418","KS","    Kansas ","85","2911505","0.68693","15","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200407","KS","    Kansas ","55","2911505","0.68693","22","54216","60","13.74942","0.031","Democrata","0.090","0.034"
"20200427","NC","    North Carolina ","312","10383620","0.67414","454","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200420","NC","    North Carolina ","271","10383620","0.67414","464","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200408","NC","    North Carolina ","205","10383620","0.67414","598","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200405","NC","    North Carolina ","183","10383620","0.67414","704","48207","59","82.46204","0.044","Democrata","0.110","0.034"
"20200427","KY","    Kentucky ","169","4468402","0.67138","41","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200413","KY","    Kentucky ","123","4468402","0.67138","66","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200405","KY","    Kentucky ","86","4468402","0.67138","89","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200402","KY","    Kentucky ","89","4468402","0.67138","102","44591","87","43.69293","0.058","Democrata","0.060","0.047"
"20200427","MS","    Mississippi ","183","2986530","0.66967","10","39840","85","24.57443","0.053","Republicano","0.120","0.037"
