"Fecha","Abreviatura","Estado","positivos _COVID_19","Poblacion","Muertes_x_ millon","Vuelos","Ingreso_PerCapita","Gasto_Salud_PerCapita","Densidad _Poblacional","Desempleo","Partido","Sin_Salud","desempleo_2019"
"20200423","PA","    Pennsylvania ","1602","12807060","15.69447","215","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200420","CT","    Connecticut ","2265","3572665","68.57626","33","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200415","CT","    Connecticut ","766","3572665","55.14091","37","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200430","NJ","    New Jersey ","2388","8908520","51.41146","34","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200428","NJ","    New Jersey ","2668","8908520","44.67633","28","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200421","NJ","    New Jersey ","3581","8908520","42.20679","29","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200409","NY","    New York ","10621","19542209","40.88586","106","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200416","NJ","    New Jersey ","4287","8908520","40.63526","39","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200414","NJ","    New Jersey ","4240","8908520","40.63526","45","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200411","NY","    New York ","9946","19542209","40.06712","91","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200408","NY","    New York ","10453","19542209","39.86243","161","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200414","NY","    New York ","7177","19542209","39.81126","84","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200410","NY","    New York ","10575","19542209","39.76009","106","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200415","NJ","    New Jersey ","2206","8908520","39.40048","43","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200412","NY","    New York ","8236","19542209","38.78784","94","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200415","NY","    New York ","11571","19542209","38.48081","81","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200407","NY","    New York ","8174","19542209","37.40621","161","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200429","PA","    Pennsylvania ","1102","12807060","37.40125","214","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200429","NJ","    New Jersey ","2408","8908520","36.81869","31","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200429","MA","    Massachusetts ","1963","6902149","36.51037","124","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200417","NJ","    New Jersey ","3150","8908520","36.14517","41","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200424","CT","    Connecticut ","821","3572665","34.98789","35","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200501","NJ","    New Jersey ","2538","8908520","34.79815","44","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200422","NJ","    New Jersey ","3478","8908520","34.79815","29","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200413","NY","    New York ","6337","19542209","34.33593","83","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200423","NJ","    New Jersey ","4124","8908520","34.23689","35","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200422","CT","    Connecticut ","2109","3572665","33.86827","33","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200417","NY","    New York ","7358","19542209","32.23791","63","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200404","NY","    New York ","10841","19542209","32.23791","185","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200416","NY","    New York ","8505","19542209","31.00980","61","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200406","NY","    New York ","8658","19542209","30.65160","211","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200408","NJ","    New Jersey ","3021","8908520","30.53257","126","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200405","NY","    New York ","8327","19542209","30.39574","223","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200416","CT","    Connecticut ","1129","3572665","28.83002","32","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200409","CT","    Connecticut ","2003","3572665","28.83002","41","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200403","NY","    New York ","10482","19542209","28.75826","290","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200411","NJ","    New Jersey ","3563","8908520","28.17527","96","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200428","LA","    Louisiana ","218","4659978","28.11172","72","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200421","PA","    Pennsylvania ","1296","12807060","28.10950","220","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200424","NJ","    New Jersey ","2207","8908520","27.95077","39","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200414","LA","    Louisiana ","502","4659978","27.68253","83","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200418","NY","    New York ","7090","19542209","27.63250","51","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200425","NJ","    New Jersey ","3327","8908520","27.61401","29","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200425","CT","    Connecticut ","661","3572665","27.43050","31","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200423","CT","    Connecticut ","631","3572665","26.59079","35","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200410","NJ","    New Jersey ","3561","8908520","26.04249","105","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200419","NY","    New York ","6054","19542209","25.94384","64","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200418","NJ","    New Jersey ","2953","8908520","25.81798","31","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200421","CT","    Connecticut ","545","3572665","25.75108","35","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200407","NJ","    New Jersey ","3326","8908520","25.70573","199","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200428","CT","    Connecticut ","1043","3572665","25.47118","32","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200415","MA","    Massachusetts ","1861","6902149","25.06466","141","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200423","MA","    Massachusetts ","3079","6902149","24.91977","144","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200430","CT","    Connecticut ","933","3572665","24.91138","33","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200421","NY","    New York ","4178","19542209","24.61339","57","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200429","IN","    Indiana ","594","6691878","24.50732","55","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200420","NY","    New York ","4726","19542209","24.45988","54","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200422","NY","    New York ","5526","19542209","24.25519","51","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200416","MA","    Massachusetts ","2522","6902149","23.90560","146","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200419","MA","    Massachusetts ","2293","6902149","23.61583","141","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200418","MA","    Massachusetts ","2402","6902149","23.32607","115","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200421","MI","    Michigan ","967","9995915","23.20948","183","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200501","CT","    Connecticut ","1064","3572665","22.95205","36","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200430","MA","    Massachusetts ","1940","6902149","22.74654","147","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200420","MA","    Massachusetts ","1596","6902149","22.74654","136","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200417","MA","    Massachusetts ","2633","6902149","22.45677","145","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200413","MA","    Massachusetts ","1413","6902149","22.45677","154","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200404","NJ","    New Jersey ","4229","8908520","22.45042","202","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200423","NY","    New York ","6244","19542209","22.41302","55","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200425","NY","    New York ","10553","19542209","22.36185","48","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200501","MA","    Massachusetts ","2106","6902149","22.31189","176","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200429","CT","    Connecticut ","455","3572665","22.11234","33","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200402","NY","    New York ","8669","19542209","22.10600","286","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200409","NJ","    New Jersey ","3590","8908520","22.00141","103","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200428","MA","    Massachusetts ","1840","6902149","21.73236","130","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200424","NY","    New York ","8130","19542209","21.59428","56","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200419","PA","    Pennsylvania ","1215","12807060","21.55061","220","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200422","MA","    Massachusetts ","1745","6902149","21.44260","122","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200425","CO","    Colorado ","994","5695564","21.42018","344","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200421","MA","    Massachusetts ","1752","6902149","21.15283","135","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200427","CT","    Connecticut ","0","3572665","20.71283","31","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200410","MI","    Michigan ","1279","9995915","20.50838","231","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200402","NJ","    New Jersey ","3335","8908520","20.42988","243","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200401","NY","    New York ","7917","19542209","20.00797","407","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200407","CT","    Connecticut ","875","3572665","19.87312","51","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200420","NJ","    New Jersey ","3505","8908520","19.64412","38","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200423","MD","    Maryland ","962","6042718","19.36215","189","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200415","LA","    Louisiana ","433","4659978","19.31340","78","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200414","CT","    Connecticut ","608","3572665","19.31331","31","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200429","NY","    New York ","4585","19542209","19.29158","56","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200410","CT","    Connecticut ","754","3572665","19.03341","42","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200425","MI","    Michigan ","562","9995915","18.90772","162","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200426","NY","    New York ","5902","19542209","18.77986","56","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200412","NJ","    New Jersey ","3699","8908520","18.74610","46","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200417","CT","    Connecticut ","925","3572665","18.19370","35","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200418","RI","    Rhode Island ","314","1057315","17.97005","31","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200426","CT","    Connecticut ","687","3572665","17.35399","30","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200427","NY","    New York ","3951","19542209","17.24472","57","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200416","MI","    Michigan ","1204","9995915","17.20703","189","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200428","NY","    New York ","3110","19542209","17.14238","58","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200414","MA","    Massachusetts ","1315","6902149","17.09612","148","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200416","RI","    Rhode Island ","309","1057315","17.02425","30","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200412","CT","    Connecticut ","525","3572665","16.79419","35","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200414","MI","    Michigan ","1366","9995915","16.60678","221","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200421","LA","    Louisiana ","331","4659978","16.52368","77","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200411","MA","    Massachusetts ","1888","6902149","16.51660","156","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200423","MI","    Michigan ","1325","9995915","16.40670","186","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200428","MI","    Michigan ","1052","9995915","16.00654","175","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200412","MA","    Massachusetts ","2615","6902149","15.93707","148","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200409","MA","    Massachusetts ","2151","6902149","15.93707","190","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200430","NY","    New York ","4681","19542209","15.65841","58","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200424","MA","    Massachusetts ","2977","6902149","15.64730","145","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200410","MA","    Massachusetts ","2035","6902149","15.50242","188","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200415","MI","    Michigan ","1058","9995915","15.30625","223","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200421","RI","    Rhode Island ","410","1057315","15.13267","28","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200427","MA","    Massachusetts ","1524","6902149","15.06777","138","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200408","LA","    Louisiana ","746","4659978","15.02153","100","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200407","LA","    Louisiana ","1417","4659978","15.02153","113","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200419","NJ","    New Jersey ","3881","8908520","14.81728","37","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200501","NY","    New York ","3942","19542209","14.78850","93","72080","148","160.10881","0.045","Democrata","0.060","0.03"
"20200422","LA","    Louisiana ","404","4659978","14.59234","72","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200405","LA","    Louisiana ","514","4659978","14.59234","147","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200408","MA","    Massachusetts ","1588","6902149","14.48824","221","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200423","LA","    Louisiana ","481","4659978","14.37775","78","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200430","RI","    Rhode Island ","374","1057315","14.18688","29","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200419","CT","    Connecticut ","741","3572665","13.99515","30","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200501","LA","    Louisiana ","710","4659978","13.94856","72","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200413","CT","    Connecticut ","1346","3572665","13.43535","33","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200417","MI","    Michigan ","760","9995915","13.40548","191","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200424","LA","    Louisiana ","401","4659978","13.09019","80","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200403","LA","    Louisiana ","1147","4659978","12.87560","139","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200411","CT","    Connecticut ","972","3572665","12.87554","37","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200425","MD","    Maryland ","1150","6042718","12.74261","149","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200428","DE","    Delaware ","413","967171","12.40732","14","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200425","DE","    Delaware ","134","967171","12.40732","14","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200501","RI","    Rhode Island ","341","1057315","12.29530","26","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200425","RI","    Rhode Island ","430","1057315","12.29530","30","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200424","RI","    Rhode Island ","443","1057315","12.29530","330","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200419","RI","    Rhode Island ","215","1057315","12.29530","29","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200417","RI","    Rhode Island ","339","1057315","12.29530","30","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200403","NJ","    New Jersey ","4305","8908520","12.23548","237","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200417","LA","    Louisiana ","586","4659978","12.23182","80","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200430","MI","    Michigan ","980","9995915","11.90486","167","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200427","NJ","    New Jersey ","2150","8908520","11.89872","35","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200429","OH","    Ohio ","1175","11689442","11.80553","37","51082","53","110.45542","0.055","Republicano","0.060","0.042"
"20200407","MI","    Michigan ","973","9995915","11.80482","334","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200428","MD","    Maryland ","626","6042718","11.74968","182","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200409","MI","    Michigan ","915","9995915","11.70478","233","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200418","LA","    Louisiana ","462","4659978","11.58804","61","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200413","MI","    Michigan ","997","9995915","11.50470","234","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200408","MI","    Michigan ","766","9995915","11.40466","292","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200416","LA","    Louisiana ","581","4659978","11.37344","81","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200410","LA","    Louisiana ","970","4659978","11.37344","97","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200429","RI","    Rhode Island ","321","1057315","11.34950","27","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200422","MI","    Michigan ","999","9995915","11.30462","187","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200406","MA","    Massachusetts ","1337","6902149","11.30083","280","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200421","MD","    Maryland ","509","6042718","11.25321","187","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200428","IL","    Illinois ","2219","12741080","11.14505","424","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200411","MI","    Michigan ","1210","9995915","11.10454","202","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200406","MI","    Michigan ","1283","9995915","11.00450","343","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200430","IL","    Illinois ","2563","12741080","10.98808","443","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200411","LA","    Louisiana ","761","4659978","10.94426","78","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200424","MI","    Michigan ","1350","9995915","10.80441","185","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200409","LA","    Louisiana ","1253","4659978","10.72966","98","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200413","NJ","    New Jersey ","2734","8908520","10.43944","49","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200426","RI","    Rhode Island ","310","1057315","10.40371","28","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200421","DE","    Delaware ","186","967171","10.33943","15","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200411","DE","    Delaware ","153","967171","10.33943","12","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200429","MI","    Michigan ","1137","9995915","10.30421","183","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200430","MD","    Maryland ","893","6042718","10.26028","184","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200429","MD","    Maryland ","736","6042718","10.26028","186","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200410","CO","    Colorado ","855","5695564","10.00779","496","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200401","NJ","    New Jersey ","3559","8908520","9.87818","272","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200418","IL","    Illinois ","1585","12741080","9.81079","447","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200416","IL","    Illinois ","1140","12741080","9.73230","491","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200407","MA","    Massachusetts ","1365","6902149","9.70712","236","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200426","WA","    Washington ","0","7535591","9.68736","161","65634","96","43.78098","0.051","Democrata","0.060","0.048"
"20200423","IL","    Illinois ","1826","12741080","9.65381","484","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200406","NJ","    New Jersey ","3585","8908520","9.65368","220","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200405","MA","    Massachusetts ","765","6902149","9.56224","261","75453","137","341.65841","0.029","Republicano","0.030","0.039"
"20200404","CT","    Connecticut ","362","3572665","9.51671","59","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200407","GA","    Georgia ","1504","10519475","9.50618","632","48642","76","70.62041","0.042","Republicano","0.130","0.036"
"20200412","MI","    Michigan ","645","9995915","9.50388","225","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200429","CO","    Colorado ","856","5695564","9.48106","357","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200422","RI","    Rhode Island ","341","1057315","9.45792","28","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200413","RI","    Rhode Island ","311","1057315","9.45792","32","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200429","LA","    Louisiana ","374","4659978","9.44210","76","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200413","LA","    Louisiana ","421","4659978","9.44210","91","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200421","IL","    Illinois ","1551","12741080","9.33987","465","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200417","DE","    Delaware ","248","967171","9.30549","14","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200428","PA","    Pennsylvania ","1214","12807060","9.29175","211","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200425","LA","    Louisiana ","372","4659978","9.22751","61","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200427","MI","    Michigan ","432","9995915","9.20376","161","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200501","IN","    Indiana ","795","6691878","9.11553","65","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200421","IN","    Indiana ","411","6691878","9.11553","57","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200501","MD","    Maryland ","1730","6042718","8.60540","182","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200428","IN","    Indiana ","627","6691878","8.51779","60","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200426","NJ","    New Jersey ","3515","8908520","8.41891","31","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200424","IL","    Illinois ","2724","12741080","8.39803","490","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200404","LA","    Louisiana ","2199","4659978","8.36914","115","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200419","MI","    Michigan ","633","9995915","8.30339","182","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200424","MD","    Maryland ","879","6042718","8.27442","185","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200430","DE","    Delaware ","79","967171","8.27155","13","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200426","DE","    Delaware ","458","967171","8.27155","14","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200424","DE","    Delaware ","134","967171","8.27155","13","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200410","IN","    Indiana ","556","6691878","8.21892","80","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200418","MI","    Michigan ","768","9995915","8.10331","165","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200430","SC","    South Carolina ","214","5084127","8.06431","30","45671","80","65.30033","0.026","Republicano","0.110","0.034"
"20200501","IL","    Illinois ","3137","12741080","8.00560","409","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200402","MI","    Michigan ","1229","9995915","8.00327","344","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200416","VT","    Vermont ","9","626299","7.98341","13","57184","144","26.23583","0.032","Republicano","0.040","0.03"
"20200405","NJ","    New Jersey ","3381","8908520","7.96990","218","71540","66","467.71741","0.038","Democrata","0.080","0.048"
"20200402","LA","    Louisiana ","2726","4659978","7.93995","139","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200401","MI","    Michigan ","1013","9995915","7.80319","505","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200422","MD","    Maryland ","582","6042718","7.77796","183","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200415","MD","    Maryland ","560","6042718","7.77796","189","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200424","CO","    Colorado ","384","5695564","7.72531","423","61854","101","21.21794","0.045","Democrata","0.080","0.031"
"20200501","MI","    Michigan ","977","9995915","7.70315","179","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200420","MI","    Michigan ","576","9995915","7.70315","189","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200405","MI","    Michigan ","1172","9995915","7.70315","333","51067","58","68.26165","0.041","Democrata","0.050","0.046"
"20200422","IL","    Illinois ","2049","12741080","7.61317","480","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200430","PA","    Pennsylvania ","1397","12807060","7.57395","221","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200423","RI","    Rhode Island ","415","1057315","7.56634","29","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200409","RI","    Rhode Island ","277","1057315","7.56634","35","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200405","RI","    Rhode Island ","116","1057315","7.56634","39","56766","141","394.81516","0.046","Democrata","0.050","0.039"
"20200402","CT","    Connecticut ","267","3572665","7.55738","66","79403","86","284.88561","0.037","Democrata","0.060","0.04"
"20200406","LA","    Louisiana ","1857","4659978","7.51077","132","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200430","IN","    Indiana ","653","6691878","7.32231","63","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200412","LA","    Louisiana ","581","4659978","7.29617","107","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200401","LA","    Louisiana ","1187","4659978","7.29617","149","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200501","DE","    Delaware ","184","967171","7.23760","11","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200429","DE","    Delaware ","80","967171","7.23760","13","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200422","DE","    Delaware ","269","967171","7.23760","14","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200409","DE","    Delaware ","279","967171","7.23760","14","54758","111","191.59868","0.051","Democrata","0.060","0.037"
"20200420","PA","    Pennsylvania ","948","12807060","7.18354","220","59341","57","110.51640","0.060","Democrata","0.060","0.043"
"20200424","MO","    Missouri ","304","6126452","7.18197","130","50198","57","34.41034","0.045","Republicano","0.090","0.051"
"20200415","IN","    Indiana ","428","6691878","7.17287","64","49128","53","72.11938","0.032","Republicano","0.080","0.032"
"20200416","MD","    Maryland ","752","6042718","7.11600","188","66347","104","240.35313","0.033","Republicano","0.060","0.037"
"20200429","IL","    Illinois ","2253","12741080","7.06377","438","59725","73","88.60679","0.046","Democrata","0.070","0.037"
"20200421","WY","    Wyoming ","7","577737","6.92357","2","63899","112","2.29744","0.037","Republicano","0.120","0.039"
"20200420","LA","    Louisiana ","595","4659978","6.86699","76","48401","89","41.64495","0.069","Democrata","0.080","0.041"
"20200430","NE","    Nebraska.","410","1929268","6.73831","35","55712","98","9.69612","0.042","Republicano","0.090","0.029"
"20200423","IN","    Indiana ","601","6691878","6.72457","65","49128","53","72.11938","0.032","Republicano","0.080","0.032"
